Word,Clue
AWRAP,"""That's ___!"" (director's cry)"
AJOKE,"""That's ___, son"" (Foghorn Leghorn catchphrase)"
ZIPIT,"""That's enough out of you!"""
BRAIN,"""The ___ -- is wider than the Sky"" (start of an Emily Dickinson poem)"
BRADY,"""The ___ Bunch"" of 1970s TV"
ENDIS,"""The ___ near!"""
YOLKS,"""The ___ on you!"" (classic gag line)"
ARTOF,"""The ___ the Deal"""
FEWER,"""The ___ the words, the better the prayer"": Martin Luther"
PAULO,"""The Alchemist"" novelist ___ Coelho"
GENET,"""The Balcony"" playwright Jean"
SEXES,"""The Battle of the ___"" (D. W. Griffith film)"
MARYS,"""The Bells of St. ___"" (Bing Crosby film and song)"
ISYET,"""The best ___ to come"""
YETTO,"""The best is ___ come"""
RODIN,"""The Burghers of Calais"" sculptor"
QUEEG,"""The Caine Mutiny"" captain"
CELIE,"""The Color Purple"" protagonist"
RONNY,"""The Daily Show"" correspondent Chieng"
BENET,"""The Devil and Daniel Webster"" author"
PRADA,"""The Devil Wears ___"""
ISRED,"""The East ___,"" song of the Chinese Cultural Revolution"
SPACE,"""The final frontier"""
EVERI,"""The First Time ___ Saw Your Face"" (Roberta Flack #1 hit)"
FABLE,"""The Fox and the Grapes,"" e.g."
ODDLY,"""The funny thing is ..."""
BOSCH,"""The Garden of Earthly Delights"" painter"
ADOPE,"""The Gentleman Is ___"" (Rodgers and Hammerstein song)"
ABCTV,"""The Good Doctor"" airer"
ZORBA,"""The Greek"" of film"
NOTRE,"""The Hunchback of ___ Dame"""
EFFIE,"""The Hunger Games"" chaperon"
ONYOU,"""The joke's ___!"""
BALOO,"""The Jungle Book"" bear"
KLIMT,"""The Kiss"" painter"
STOWE,"""The little woman who wrote the book that started this great war,"" as Lincoln supposedly said"
DOBIE,"""The Many Loves of ___ Gillis"""
RHODA,"""The Mary Tyler Moore Show"" spinoff"
GORDY,"""The Mary Tyler Moore Show"" weatherman"
LEHAR,"""The Merry Widow"" composer"
SAMSA,"""The Metamorphosis"" protagonist"
WORDS,"""The most powerful drug used by mankind"": Rudyard Kipling"
ARENO,"""The only rule is that there ___ rules"""
DALIS,"""The Persistence of Memory"" and ""Lobster Telephone"""
WESER,"""The Pied Piper of Hamelin"" river"
MINAJ,"""The Pinkprint"" rapper"
MABEL,"""The Pirates of Penzance"" ingenue"
EAPOE,"""The Pit and the Pendulum"" author, in brief"
OZICK,"""The Puttermesser Papers"" author"
SHERI,"""The Rapture of Canaan"" author Reynolds"
AREIN,"""The results ___!"""
MITTY,"""The Secret Life of Walter ___"""
ARABY,"""The Sheik of ___"" (1920s song)"
SADAS,"""The strain seemed doubly dear, / Yet ___ sweet"": Wordsworth"
PADUA,"""The Taming of the Shrew"" setting"
GWENN,"""The Trouble With Harry"" co-star Edmund"
JAKES,"""The Two ___"" (""Chinatown"" sequel)"
LUMET,"""The Wiz"" director Sidney"
SUZIE,"""The World of ___ Wong"""
FOOTE,"""The Young Man From Atlanta"" Pulitzer winner, 1995"
ATIDE,"""There is ___ in the affairs of men ..."": Shak."
ADAME,"""There Is Nothin' Like ___"""
VOILA,"""There you go!"""
AHOLE,"""There's ___ in My Bucket"" (children's song)"
ASLIP,"""There's many ___ ..."""
ESTAN,"""They are,"" in Spanish class"
KOOKY,"""They're creepy and they're ___"" (start of the ""Addams Family"" theme song)"
ISTHE,"""This ___ life!"""
OUGHT,"""This ___ to do the trick"""
ISWAR,"""This ___!"" (fighting words)"
ARAID,"""This is ___!"" (police cry)"
SEEST,"""This is dear mercy, and thou ___ it not"": ""Romeo and Juliet"""
ATEST,"""This is only ___"""
BETHE,"""This must ___ place"""
WHICH,"""This one or that one?"""
ABOAT,"""Three Men in ___"" (Jerome K. Jerome novel)"
ANDSO,"""Thus ..."""
SERRA,"""Tilted Arc"" sculptor Richard"
ERRIS,"""To ___ human ?Ã """
SCOUT,"""To Kill a Mockingbird"" narrator"
NOVEL,"""To Kill a Mockingbird"" or ""The Maltese Falcon"""
GRIEF,"""To weep is to make less the depth of ___"": Shak."
TINAS,"""Tony n' ___ Wedding"" (Off Broadway hit)"
PATON,"""Too Late the Phalarope"" novelist"
CARLA,"""Top Chef"" chef ___ Hall"
PARLE,"""Tout le monde en ___"" (""Everyone's talking about it"": Fr.)"
CLOGS,"""TrÃ¤skor"" in Sweden and ""geta"" in Japan, to name two"
KELPS,"""Trees"" in underwater forests"
ITSSO,"""True"""
ITAND,"""Try ___ see"""
SHAME,"""Tsk!"""
VIOLA,"""Twelfth Night"" twin"
BARRY,"""Twenty-One"" host of 50's TV"
LOREN,"""Two Women"" actress Sophia"
NODUH,"""Uh, yeah!"""
TOTES,"""Uh, yeah!"""
MAACO,"""Uh-oh. Better get ___"" (auto repair slogan)"
TOPSY,"""Uncle Tom's Cabin"" girl"
GOGOS,"""Vacation"" band"
OTWAY,"""Venice Preserved"" dramatist Thomas"
COROT,"""Ville-d'Avray"" painter"
ELREY,"""Viva ___!"""
ANDGO,"""Wait for it ... wait for it ... NOW!"""
YOUIN,"""Wanna join us?"""
SHALL,"""We ___ Overcome"""
AIMTO,"""We ___ please"""
LETUS,"""We'll handle this one"""
ARENT,"""Well, ___ we all?"""
OHGEE,"""Well, golly!"""
DIDAH,"""Well, lah-___!"""
ATYOU,"""Well, look ___!"""
BEGUN,"""We've Only Just ___"""
ADRAG,"""What ___ it is getting old"" (Rolling Stones lyric)"
ANICE,"""What ___ surprise!"""
AMESS,"""What ___!"" (""It's so sloppy!"")"
GIVES,"""What ___?"""
IDOTO,"""What did ___ deserve this?"""
WHYME,"""What did I do to deserve this?"""
IDONE,"""What have ___ to deserve this?!"""
DONOW,"""What should I ___?"""
NOTTO,"""What's ___ like?"""
ANAME,"""What's in ___?"""
HOWRU,"""What's up?,"" in textspeak"
SPINS,"""Wheel of Fortune"" turns"
WILLI,"""When ___ See You Again"" (1974 #2 hit)"
WASIN,"""When Flower ___ Knighthood"" (1922 film)"
SEWED,"""When the country was fallin' apart, Betsy Ross got it all ___ up"" (""Maude"" theme lyric)"
LIEST,"""When thou ___ down, thou shalt not be afraid"": Proverbs"
ADELE,"""When We Were Young"" singer"
GOEST,"""Whither thou ___ ..."""
ASKED,"""Who ___ you?"""
CHILL,"""Whoa, settle down"""
ILLBE,"""Who'da thunk it?!"""
TOSAY,"""Who's ___?"""
DIDST,"""Why ___ thou promise such a beauteous day"": Shak."
KANGA,"""Winnie-the-Pooh"" character"
ITOUT,"""Work ___"" (Beyonce song)"
IWISH,"""Wouldn't that be nice"""
NOTSO,"""Wrong!"""
DABBA,"""Yabba ___ doo!"""
WAHOO,"""Yay!"""
LORDE,"""Yellow Flicker Beat"" singer, 2014"
WEMET,"""Yes, I already know her"""
OWEME,"""You ___ one"""
LYING,"""You aren't ___!"""
IWILL,"""You can count on me!"""
IQUIT,"""You can't fire me!"""
ABOOK,"""You can't judge ___ by its cover"""
IWONT,"""You can't make me!"""
CAPRA,"""You Can't Take It With You"" director, 1938"
ANOLD,"""You can't teach ___ dog ..."""
ILIED,"""You caught me"""
GODNO,"""You couldn't be more wrong!"""
CROCE,"""You Don't Mess Around With Jim"" singer, 1972"
GETME,"""You follow?"""
OHYES,"""You got that right!"""
ICARE,"""You have my sympathy"""
DEBBY,"""You Light Up My Life"" singer Boone"
ASPOT,"""You missed ___"""
WASIT,"""You sure about that?"""
ILOSE,"""You win"""
INGAS,"""Young Frankenstein"" woman and others"
AREUP,"""Your 15 minutes of fame ___!"""
TAMMI,"""Your Precious Love"" duet singer Terrell"
AMEAN,"""You're ___ One, Mr. Grinch"""
AREAL,"""You're ___ pal"""
UHHUH,"""Yup"""
MAZDA,"""Zoom-Zoom"" sloganeer"
IFEEL,"#1 Beatles hit ""___ Fine"""
BIDEN,#46
CNOTE,"$100 bill, in slang"
OBELI,"&divide; and &dagger;, in typography"
PAREN,"), briefly"
SMILE,"), when it follows :-"
TOFFS,*Contemptuous smile
FONDU,*Dish served with long-handled forks
SHARK,*Fish fork
HEAVE,*Hold on to
THERE,*On this spot
BLURT,*Say impetuously
BONOS,*Sonny and Chaz
SPARE,/
FROWN,:-(
WINKS,;) ;) ;)
AMOST,?Ã´It?Ãs ___ Unusual Day?Ã¶ (1948 hit song)
SHRUG,[Eh]
HUMPH,"[Grumble, grumble]"
SNORE,[How boring]
IHOPE,[knock on wood]
ONAIR,[Live!]
CHIRP,"[More worms, mama!]"
ANDRE,"___ 3000, one half of rap's Outkast"
SANDP,___ 500
HADNT,___ a clue (was lost)
FITAS,___ a fiddle
TWOOF,___ a kind (pair)
OUTON,___ a limb
ONEIN,___ a million (slim odds)
ENDIN,___ a tie
ADDIS,___ Ababa
BORIC,___ acid
MALIC,___ acid
JANES,"___ Addiction, alternative rock band that headlined the first Lollapalooza"
ETHYL,___ alcohol (fuel source)
TASHA,"___ Alexander, historical mystery novelist"
NOTWO,___ alike
ETHAN,"___ Allen, one of the founders of Vermont"
KAPPA,"___ Alpha Theta, first Greek-letter sorority in the U.S."
PADME,"___ Amidala, ""Star Wars"" queen"
LIEAT,"___ anchor (stay still, nautically)"
ANARM,___ and a leg
TURKS,___ and Caicos
OLDER,___ and wiser
OTTIS,"___ Anderson, Super Bowl XXV M.V.P."
UPTHE,___ ante
GOLGI,___ apparatus (cell organelle)
PUNTA,___ Arenas (Chilean port)
NOAHS,___ ark
RENAL,___ arteries (what carry blood to the kidneys)
LLOYD,"___ Austin, Biden defense secretary"
TARIQ,"___ Aziz, Iraq War figure"
DOGGY,___ bag
TOMMY,___ Bahama (clothing label)
SPERM,___ bank
SEANS,"___ Bar, Ireland's oldest pub, dating to A.D. 900"
RONDE,"___ Barber, five-time Pro Bowler from the Tampa Bay Buccaneers"
ALBEN,"___ Barkley, Truman's vice president"
OVERA,___ barrel
LAURA,"___ Bassi, first woman to earn a doctorate in science (University of Bologna, 1732)"
TISHA,___ b'Av (annual Jewish fast day)
SUBIC,"___ Bay, former U.S. base on Luzon"
PISMO,"___ Beach, Calif."
LOAND,___ behold
ELLIS,"___ Bell, Emily BrontÃ« pseudonym"
CASUS,___ belli (war-provoking act)
EMILE,"___ Berliner, pioneer in phonograph records"
AMORY,"___ Blaine, protagonist of F. Scott Fitzgerald's ""This Side of Paradise"""
DREWA,___ blank
SONIC,___ boom (plane effect)
MILLE,___ Bornes (classic card game)
EMMET,"___ Brickowski, protagonist of ""The Lego Movie"""
WHISK,___ broom
JONAS,___ Brothers (pop trio)
CREME,___ brulee (French custard)
AMOCO,"___ Building, former name of Chicago's Aon Center"
PANIC,___ button
LANDO,"___ Calrissian, member of the Rebel Alliance in ""Star Wars"""
ZIONS,"___ Camp, historic Mormon expedition led by Joseph Smith"
ZENER,___ cards (ESP testing items)
MONTE,___ Carlo (gambling mecca)
VENAE,___ cavae
NASAL,___ cavity
AMWAY,"___ Center, home of the Orlando Magic"
LEADA,___ charmed life
RUTHS,___ Chris Steak House
SETOF,___ circumstances
OPERE,___ citato (in the work quoted: Lat.)
MOTOR,___ City (nickname for Detroit)
CREVE,"___ Coeur, Mo."
EAUDE,___ cologne
LALLY,___ column (construction piece)
HAUTE,___ couture
JAMAL,"___ Crawford, the N.B.A.'s all-time leader in four-point plays"
ILIAC,___ crest (part of the pelvis)
ASTHE,___ crow flies
CELIA,"___ Cruz, so-called ""Queen of Salsa"""
SIPPY,___ cup (spillproof container)
AMICI,___ curiae (friends of the court)
MOGEN,___ David (six-pointed star)
ANZAC,"___ Day, Down Under holiday"
CROIX,___ de Guerre (French military award)
FLEUR,___ de sel
TURNA,___ deaf ear to
ORLOP,___ deck
INTOO,___ deep
ENNIS,"___ Del Mar, ""Brokeback Mountain"" role"
BEGTO,___ differ (object)
SINGA,___ different tune
OLDAS,___ dirt
PETRI,___ dish
AUGIE,___ Doggie of old cartoons
SANTO,___ Domingo
DIPSY,___ Doodles (snack brand)
PALME,___ d'Or (Cannes award)
STUNT,___ double
DRYAS,___ dust (so-o-o boring)
DERMA,___ E (skin care brand)
ILLAT,___ ease
DIEOF,___ embarrassment
NUEVA,___ Espana (old colonial domain)
ASWAS,___ expected (predictably)
TRAPP,"___ Family Singers (group that inspired ""The Sound of Music"")"
PULLA,___ fast one
LOWIN,___ fat (diet phrase)
CABIN,___ fever
OPTIC,___ fiber
CAUSA,"___ finalis (purpose, in law)"
SAYRE,___ fire (destructive 2008 blaze in Los Angeles)
HISSY,___ fit
BECCA,"___ Fitzpatrick, author of the 2009 best seller ""Hush, Hush"""
DEWAR,___ flask (thermos)
TODIE,___ for (really delicious)
PETIT,___ four (small pastry)
CURLY,___ fries
BUSCH,___ Gardens
GREER,"___ Garson, Oscar winner for ""Mrs. Miniver"""
ENOLA,___ Gay (W.W. II bomber)
MINAS,___ Gerais (Brazilian state)
ELENA,"___ Gilbert, ""The Vampire Diaries"" protagonist"
AURIC,___ Goldfinger (Bond villain)
SETSA,___ good example (shows the proper way)
ERAOF,___ Good Feelings
ENDON,___ good terms
RAISA,"___ Gorbachev, former first lady of the Soviet Union"
KELLY,___ green
HETTY,___ Green a.k.a. the Witch of Wall Street
NOMDE,___ guerre
NIKKI,"___ Haley, former U.N. ambassador"
ALKYL,___ halide
THORS,___ hammer (Mjolnir)
DARYL,"___ Hannah of ""Blade Runner"""
DIDNO,___ harm (was innocuous)
URIAH,___ Heep (rock band)
GOLAN,___ Heights (Syria/Israel border area)
ALCAN,"___ Highway (nearly 1,400-mile route that runs through Whitehorse, Yukon Territory)"
EATSA,___ hole in (corrodes)
LINDY,___ hop (swing era dance)
CRAZY,___ Horse
HELGA,"___ Hufflepuff, one of the co-founders of Hogwarts"
ELSIE,"___ Hughes, name of main roles in ""Westworld"" and ""Downton Abbey"""
JANIS,"___ Ian, ""Mean Girls"" revenge seeker"
BILES,"___ II, eponymous gymnastics move featuring two backflips and a triple twist"
NAACP,___ Image Awards
ASTEP,___ in the right direction
FAROE,"___ Islands, archipelago between Iceland and Norway"
PERCY,"___ Jackson, title character in Rick Riordan books"
MUNGO,"___ Jerry, band with the 1970 hit ""In the Summertime"""
INJUN,"___ Joe, ""Tom Sawyer"" character"
CARLS,"___ Jr., West Coast hamburger chain"
MUMBO,___ jumbo
JANOS,"___ Kadar, 1950s-'80s Hungarian leader"
HAMID,"___ Karzai, ex-president of Afghanistan"
MAUNA,___ Kea
SHERE,"___ Khan, tiger in ""The Jungle Book"""
KUNTA,"___ Kinte of ""Roots"""
SEHNA,"___ knot, rug feature"
ARTIE,"___ Kornfeld, music promoter for Woodstock"
ILEDE,___ la Cite (bit of land in the Seine)
PENNS,___ Landing (part of Philadelphia)
SALIC,___ law (old Germanic legal code)
SARAH,___ Lawrence College
EPPIE,"___ Lederer, a.k.a. Ann Landers"
HAPAX,___ legomenon (word or phrase used only once in a document or corpus)
TUBAL,___ ligation
KLEIG,___ light: Var.
YORBA,"___ Linda, California birthplace of Richard Nixon"
DEANS,___ list
EARNA,___ living
PIPPI,"___ Longstocking, girl of children's literature"
SAYSA,___ lot (is telling)
SAIDA,___ lot (was telling)
KUALA,___ Lumpur
OUTTO,___ lunch
ISLAS,___ Marias (Mexican penal colony)
ASTON,"___ Martin DB5 (""Bondmobile"")"
MAYOR,___ McCheese of old fast-food fame
COSTA,"___ Mesa, Calif."
BASAL,___ metabolism (energy expended at rest)
HOCHI,___ Minh
HITOR,___ miss
CAFFE,___ mocha
INIGO,"___ Montoya, swordsman in ""The Princess Bride"""
ROBBY,"___ Mook, Hillary Clinton's 2016 campaign manager"
POTTY,___ mouth
ULNAR,___ nerve (biceps neighbor)
PAPUA,___ New Guinea
YESOR,___ no
PINOT,___ noir (wine)
ALLOR,___ nothing
BOSSA,___ nova
DOESA,___ number on (mentally abuses)
PAAVO,"___ Nurmi, 1920s Olympic runner nicknamed the ""Flying Finn"""
DUMBO,"___ octopus, creature so named for its large, earlike fins"
INAND,___ of itself
ABUSE,___ of power (common impeachment charge)
LAYIT,___ on thick
ALLAT,___ once
NARYA,___ one (nobody)
KETEL,___ One (vodka brand)
DROWN,___ one's sorrows
BIDED,___ one's time (waited)
OSAGE,___ orange
RIODE,___ Oro
GOALL,___ out (try one's best)
TRACI,"___ Paige Johnson, co-creator of TV's ""Blue's Clues"""
PALAK,___ paneer (dish with purÃ©ed spinach)
CAPRI,___ pants
HAREM,___ pants
MENLO,"___ Park, Calif."
ESTES,"___ Park, Colo."
ACTSA,___ part (role-plays)
BRIAR,___ patch
MALAY,"___ Peninsula, area above Singapore"
YAKOV,"___ Perelman, classic Russian science writer"
AWACS,___ plane
DWARF,___ planet (designation for Pluto)
TOTHE,___ point (concise)
NELLE,"___ Porter, ""Ally McBeal"" role"
FETAL,___ position
HARPO,___ Productions (media company)
ASKNO,___ quarter (refuse mercy)
PARCE,"___ que (because, in Brest)"
ONETO,___ remember
LAYTO,___ rest (bury)
TERZA,"___ rima (meter of Dante's ""Divine Comedy"")"
RATSO,"___ Rizzo, main role in ""Midnight Cowboy"""
MOIRA,"___ Rose, Catherine O'Hara's character on ""Schitt's Creek"""
LOGAN,"___ Roy, patriarch on HBO's ""Succession"""
EPSOM,___ salts
OFTHE,___ same mind
CUTTY,___ Sark
AGNES,"___ Scott College, one of the Seven Sisters of the South"
OUTAT,___ sea (cruising)
PLIER,___ set (tool assortment)
RAREE,___ show (part of an old carnival)
NEVIL,"___ Shute, ""A Town Like Alice"" novelist"
ETCHA,___ Sketch
HILDA,"___ Solis, Obama-era secretary of labor"
OUTER,___ space
ACEOF,___ spades
MACAO,___ Special Administrative Region of the People's Republic of China
SANSA,"___ Stark, role for which Sophie Turner was Emmy-nominated"
SAULT,"___ Ste. Marie, Mich."
DELLA,"___ Street, Perry Mason's secretary"
SOUTH,___ Sudan (U.N. member since 2011)
HONOR,___ system
NAHUM,"___ Tate, onetime English poet laureate"
FOOTS,___ the bill (pays for something)
WAYOF,___ the dinosaur (extinction)
ALLTO,___ the good
ACEIN,___ the hole
ERRON,___ the side of caution
MANOF,___ the world
NOTOF,___ this world
ALANA,___ Thompson a.k.a. Honey Boo Boo
INDUE,___ time
RARIN,___ to go
SWORN,___ to secrecy
ARACE,___ to the finish
MELBA,___ toast
SEAOF,___ Tranquillity
ONENO,___ trump (bridge bid)
STURM,___ und Drang
SQUAW,"___ Valley, Calif."
SHOCK,___ value
PONTE,"___ Vedra Beach, Fla."
PALOS,"___ Verdes Estates, Calif."
BUENA,___ Vista
OILOF,___ vitriol (sulfuric acid)
MODUS,___ vivendi
SOTTO,___ voce
PUNIC,___ Wars (conflicts of the second and third centuries B.C.)
OPIUM,Highly addictive narcotic derived from a poppy
INHOT,___ water
CHAIM,"___ Weizmann, first president of Israel"
JODIE,"___ Whittaker, player of the first female Doctor on ""Doctor Who"""
CINDY,"___ Williams, player of Shirley on ""Laverne & Shirley"""
KRUPP,___ Works
AFATE,___ worse than death
ONCEA,___ year (annually)
MELLO,___ Yello (soft drink)
FARON,"___ Young, singer with the #1 country hit ""Live Fast, Love Hard, Die Young"""
STARA,"___ Zagora, Bulgaria"
RETIN,___-A
MEUSE,___-Argonne offensive of W.W. I
HANNA,___-Barbera (onetime cartoon company)
BABYS,Small children
MYERS,___-Briggs Type Indicator (popular personality test)
HURLY,___-burly
INANY,___case
PORTE,___-cochere (carriage entrance)
SACRE,___-Coeur (Paris basilica)
ARTSY,Describing a person with a creative flair
RINKY,___-dink
LOTUS,___-eater
KISSY,___-face
CALFS, Young bovine animals
NEATS,___-foot oil
TUTTI,___-frutti
NUTRI,___-Grain (breakfast bar brand)
NITTY,___-gritty
SMOOT,___-Hawley Tariff Act of 1930
HIDEY,___-hole
RUSSO,Brothers known for directing Marvel Movies
FERDE,___-lance
SONIN,___-law
FRITO,___-Lay (corn chip maker)
OOMPA,___-Loompa (Willy Wonka worker)
MISHE,"___-Mokwa (""Hiawatha"" bear)"
PINCE,___-nez
ONAND,___off (intermittently)
NANKI,"___-Poo, son of the Mikado"
FANCY,___-schmancy
LADYS,___-slipper
AIRTO,___-surface missile
READA,___-thon (literary event)
TILTA,___-Whirl (midway ride)
REDDI,___-wip (dessert topping)
POLES,+ and -
THEME,<- What this is for this puzzle
KANJI,<em>Letters From Iwo Jima</em>
BORON,<em>The Fifth Element</em>
EQUAL,=
NOFAT,"0%, in the dairy aisle"
KILOS,"1,000 in a metric ton"
GRAMS,"1,000 of them equal a kilo"
GROSZ,1/100 of a Polish zloty
CRORE,10 million rupees
RADIX,"10, for the base 10 number system"
UNDAY,10/24 celebration of global cooperation
EVENT,"100- or 200-meter, e.g."
DMARK,"100 pfennigs, briefly"
CENTO,"100, in Italy"
TENAM,1000 in the military
OLAFI,10th-century European king
OTTOI,10th-century Holy Roman emperor
HOLES,"17 and 18, but not 19 or 20"
GERRY,1813-14 vice president
HENIE,1920s-'30s skating legend Sonja
SOBIG,1925 Pulitzer Prize winner for Edna Ferber
NANCE,1930s vice president John ___ Garner
LUCES,1930's-60's power couple
ERWIN,1933 Physics Nobelist Schrodinger
CIANO,1940's Italian Fascist leader
PERON,1940s vice president who went on to become president
LAINE,1940s-'60s singer Frankie
ALSAB,1942 Preakness winner
ADANA,1943 Churchill conference site
UMEKI,1957 Best Supporting Actress Miyoshi ___
MRLEE,1957 hit for the Bobbettes
BAMBA,"1959 Ritchie Valens hit, with ""La"""
INGER,1960's TV actress Stevens
CARON,"1963 Best Actress nominee for ""The L-Shaped Room"""
SHILO,1970 hit for Neil Diamond
BEAME,1970s New York City mayor
FREDA,1970's singer Payne
KLUTE,1971 Jane Fonda/Donald Sutherland film
LEVON,1972 Elton John hit
ANGIE,1973 #1 Rolling Stones love ballad
ERISA,1974 pension provision: Abbr.
YUGOS,1980s auto imports based on the Fiat
LENDL,1980s tennis champ Ivan
GRAMM,1980s-2000s Texas senator Phil
MRMOM,1983 comedy/drama about a stay-at-home dad
SNEVA,1983 Indy winner Tom
TILLY,"1985 Oscar nominee for ""Agnes of God"""
ITINA,1986 celebrity autobiography
FLOJO,"1988 Olympic track star, informally"
BURBS,Informal term for suburban residential areas
OTERI,"1990s ""S.N.L."" cast member"
NAFTA,1990s commerce pact
IRVAN,1991 Daytona 500 winner Ernie
STICH,1991 Wimbledon champ Michael
VINNY,Vincent's informal nickname
SOFIE,1992 Liv Ullmann film
COREY,1995 U.S. Open winner Pavin
ANNAN,1997-2006 U.N. chief
RONIN,1998 De Niro thriller
LYELL,19th-century geologist Charles
EVENS,"2, 4, 6 and 8, but not 1, 3, 5 and 7"
AZTEK,2001-05 Pontiac made in Mexico
FRIDA,2002 Salma Hayek film or its title role
HEYYA,2003 #1 Outkast hit
OSAMA,Terrorist behind 9/11
GIGLI,2003 Bennifer bomb
ENGLE,2003 Economics Nobelist Robert
KERRY,2004 also-ran
SAWII,2005 horror sequel
SAWIV,2007 horror sequel
IOUSA,2008 documentary about the national debt
MUNRO,2013 Literature Nobelist
SELMA,City in Alabama known for its role in the Civil Rights Movement
SOCHI,2014 Winter Olympics locale
ONEAL,2016 inductee into the Basketball Hall of Fame
GOTTI,2018 crime biopic
TENET,2020 Christopher Nolan sci-fi thriller
BREES,"2020 N.F.L. retiree who leads all QBs in career pass completions (7,142)"
VENTI,20-ounce size at Starbucks
IBMPC,28-pound debut of 1981
TWICE,2x
ZAXES,3-D graph lines
HIFIS,45 things
GRANT,50s president
TWOTO,58 minutes past the hour
CDIII,5th-century date
SEPTS,"7 7 7, in France"
MLIII,900 years before Queen Elizabeth was crowned
ALEXI,'90s soccer great Lalas
GRIND,9-to-5 work
STILE,A barrier to entry
NIPPY,"A bit cold, as weather"
DOTTY,A bit crazy
DIVOT,A caddie may retrieve one
HYSON,A caddy may hold it
ALIAS,A computer hacker usually uses this
NEWDO,A cut above?
PACES,A dueler may take 10 of them
PHOTO,A filter might be used for one
SIEVE,A fine mesh this is!
